locus tag	organism	symbol	Gene ID	PFAM
SAOUHSC_02355	S. aureus NCTC8325	SAOUHSC_02355	3919398	DUF436
S905	S. aureus NCTC8325	S905		
SAOUHSC_02356	S. aureus NCTC8325	SAOUHSC_02356	3919399	LMWPc
SAOUHSC_02357	S. aureus NCTC8325	SAOUHSC_02357	3919400	Sua5_yciO_yrdC
SAOUHSC_02358	S. aureus NCTC8325	SAOUHSC_02358	3919401	MTS
S906	S. aureus NCTC8325	S906		
SAOUHSC_02359	S. aureus NCTC8325	prfA	3919402	PCRF
SAOUHSC_02360	S. aureus NCTC8325	SAOUHSC_02360	3919403	TK
SAOUHSC_02361	S. aureus NCTC8325	rpmE2	3919404	Ribosomal_L31
S907	S. aureus NCTC8325	S907		
SAOUHSC_02362	S. aureus NCTC8325	rho	3919405	Rho_RNA_bind
S908	S. aureus NCTC8325	S908		
SAOUHSC_02363	S. aureus NCTC8325	SAOUHSC_02363	3919406	Aldedh
SAOUHSC_02364	S. aureus NCTC8325	SAOUHSC_02364	3919407	HxlR
S909	S. aureus NCTC8325	S909		
SAOUHSC_02365	S. aureus NCTC8325	SAOUHSC_02365	3919408	EPSP_synthase
S910	S. aureus NCTC8325	S910		
S911	S. aureus NCTC8325	S911		
SAOUHSC_02366	S. aureus NCTC8325	SAOUHSC_02366	3919409	F_bP_aldolase
SAOUHSC_02367	S. aureus NCTC8325	SAOUHSC_02367	3919410	DUF2529
S912	S. aureus NCTC8325	S912		
SAOUHSC_02368	S. aureus NCTC8325	pyrG	3919411	CTP_synth_N
S913	S. aureus NCTC8325	S913		
SAOUHSC_02369	S. aureus NCTC8325	SAOUHSC_02369	3919412	HARE-HTH
S914	S. aureus NCTC8325	S914		
SAOUHSC_02370	S. aureus NCTC8325	SAOUHSC_02370	3919413	Acetyltransf_1
SAOUHSC_A02254	S. aureus NCTC8325	SAOUHSC_A02254	3921700	
SAOUHSC_02371	S. aureus NCTC8325	SAOUHSC_02371	3919414	Fumble
S915	S. aureus NCTC8325	S915		
SAOUHSC_02372	S. aureus NCTC8325	SAOUHSC_02372	3919415	DUF2750
S916	S. aureus NCTC8325	S916		
SAOUHSC_02373	S. aureus NCTC8325	SAOUHSC_02373	3919416	ATP-grasp_4
SAOUHSC_02374	S. aureus NCTC8325	SAOUHSC_02374	3919417	M20_dimer
S917	S. aureus NCTC8325	S917		
S918	S. aureus NCTC8325	S918		
SAOUHSC_02375	S. aureus NCTC8325	SAOUHSC_02375	3919418	LuxS
SAOUHSC_02376	S. aureus NCTC8325	SAOUHSC_02376	3919419	DoxX_3
SAOUHSC_02377	S. aureus NCTC8325	SAOUHSC_02377	3919420	Glycos_transf_3
SAOUHSC_02378	S. aureus NCTC8325	SAOUHSC_02378	3919421	
S919	S. aureus NCTC8325	S919		
SAOUHSC_02379	S. aureus NCTC8325	SAOUHSC_02379	3919422	DeoC
S920	S. aureus NCTC8325	S920		
S921	S. aureus NCTC8325	S921		
SAOUHSC_02380	S. aureus NCTC8325	deoD	3919423	PNP_UDP_1
SAOUHSC_02381	S. aureus NCTC8325	SAOUHSC_02381	3919424	Ferritin
S922	S. aureus NCTC8325	S922		
SAOUHSC_02382	S. aureus NCTC8325	SAOUHSC_02382	3919425	DUF393
S923	S. aureus NCTC8325	S923		
SAOUHSC_02383	S. aureus NCTC8325	SAOUHSC_02383	3919426	EVE
S924	S. aureus NCTC8325	S924		
S925	S. aureus NCTC8325	S925		
SAOUHSC_02384	S. aureus NCTC8325	SAOUHSC_02384	3919427	Phage_holin_5_2
SAOUHSC_02385	S. aureus NCTC8325	SAOUHSC_02385	3919428	PMI_typeI
SAOUHSC_02386	S. aureus NCTC8325	SAOUHSC_02386	3919603	
S926	S. aureus NCTC8325	S926		
S927	S. aureus NCTC8325	S927		
SAOUHSC_02387	S. aureus NCTC8325	SAOUHSC_02387	3919604	NAD_binding_10
SAOUHSC_02388	S. aureus NCTC8325	SAOUHSC_02388	3919605	HTH_5
SAOUHSC_02389	S. aureus NCTC8325	SAOUHSC_02389	3919606	Cation_efflux
SAOUHSC_02390	S. aureus NCTC8325	SAOUHSC_02390	3919607	DUF1510
S928	S. aureus NCTC8325	S928		
S929	S. aureus NCTC8325	S929		
S930	S. aureus NCTC8325	S930		
SAOUHSC_02391	S. aureus NCTC8325	SAOUHSC_02391	3919608	
S931	S. aureus NCTC8325	S931		
S932	S. aureus NCTC8325	S932		
S933	S. aureus NCTC8325	S933		
SAOUHSC_02392	S. aureus NCTC8325	SAOUHSC_02392	3919609	Resolvase
SAOUHSC_02393	S. aureus NCTC8325	SAOUHSC_02393	3919610	SAP
S934	S. aureus NCTC8325	S934		
SAOUHSC_02394	S. aureus NCTC8325	SAOUHSC_02394	3919611	DUF3198
SAOUHSC_A02273	S. aureus NCTC8325	SAOUHSC_A02273	3921701	
SAOUHSC_02396	S. aureus NCTC8325	SAOUHSC_02396	3919612	Hydrolase_3
S935	S. aureus NCTC8325	S935		
SAOUHSC_02397	S. aureus NCTC8325	SAOUHSC_02397	3919613	ABC_tran
SAOUHSC_02399	S. aureus NCTC8325	SAOUHSC_02399	3919614	SIS
S936	S. aureus NCTC8325	S936		
SAOUHSC_02400	S. aureus NCTC8325	SAOUHSC_02400	3919615	PTS_EIIC
SAOUHSC_02401	S. aureus NCTC8325	SAOUHSC_02401	3919616	PRD
SAOUHSC_02402	S. aureus NCTC8325	SAOUHSC_02402	3919617	PTS_EIIA_2
SAOUHSC_02403	S. aureus NCTC8325	SAOUHSC_02403	3919618	Mannitol_dh_C
S937	S. aureus NCTC8325	S937		
SAOUHSC_02404	S. aureus NCTC8325	SAOUHSC_02404	3919619	DUF1542
SAOUHSC_02405	S. aureus NCTC8325	glmM	3919620	PGM_PMM_I
SAOUHSC_02406	S. aureus NCTC8325	SAOUHSC_02406	3919621	YbbR
SAOUHSC_02407	S. aureus NCTC8325	SAOUHSC_02407	3919622	DisA_N
SAOUHSC_02409	S. aureus NCTC8325	SAOUHSC_02409	3919623	Arginase
SAOUHSC_02410	S. aureus NCTC8325	SAOUHSC_02410	3919624	
SAOUHSC_02411	S. aureus NCTC8325	SAOUHSC_02411	3919625	
SAOUHSC_T00037	S. aureus NCTC8325	SAOUHSC_T00037	3921163	
SAOUHSC_02412	S. aureus NCTC8325	SAOUHSC_02412	3919626	
SAOUHSC_T00017	S. aureus NCTC8325	SAOUHSC_T00017	3921336	
SAOUHSC_T00058	S. aureus NCTC8325	SAOUHSC_T00058	3921047	
SAOUHSC_T00061	S. aureus NCTC8325	SAOUHSC_T00061	3921069	
SAOUHSC_T00020	S. aureus NCTC8325	SAOUHSC_T00020	3921339	
SAOUHSC_T00010	S. aureus NCTC8325	SAOUHSC_T00010	3921329	
SAOUHSC_R00015	S. aureus NCTC8325	SAOUHSC_R00015	3921515	
SAOUHSC_R00010	S. aureus NCTC8325	SAOUHSC_R00010	3921510	
SAOUHSC_T00029	S. aureus NCTC8325	SAOUHSC_T00029	3921155	
SAOUHSC_R0005	S. aureus NCTC8325	SAOUHSC_R0005	3921505	
S938	S. aureus NCTC8325	S938		
SAOUHSC_02416	S. aureus NCTC8325	SAOUHSC_02416	3919627	
SAOUHSC_02417	S. aureus NCTC8325	SAOUHSC_02417	3919628	ParA
S940	S. aureus NCTC8325	S940		
SAOUHSC_02418	S. aureus NCTC8325	SAOUHSC_02418	3919629	MFS_1
S941	S. aureus NCTC8325	S941		
SAOUHSC_02419	S. aureus NCTC8325	SAOUHSC_02419	3919630	SepA
S942	S. aureus NCTC8325	S942		
SAOUHSC_02420	S. aureus NCTC8325	SAOUHSC_02420	3919631	MFS_1
S943	S. aureus NCTC8325	S943		
SAOUHSC_02422	S. aureus NCTC8325	SAOUHSC_02422	3919632	HlyIII
SAOUHSC_02423	S. aureus NCTC8325	SAOUHSC_02423	3919633	UDPGP
SAOUHSC_02424	S. aureus NCTC8325	SAOUHSC_02424	3919634	YdjM
SAOUHSC_02425	S. aureus NCTC8325	SAOUHSC_02425	3919635	bPH_5
S944	S. aureus NCTC8325	S944		
SAOUHSC_02426	S. aureus NCTC8325	SAOUHSC_02426	3919636	Gate
S945	S. aureus NCTC8325	S945		
SAOUHSC_02427	S. aureus NCTC8325	SAOUHSC_02427	3919637	FecCD
SAOUHSC_02428	S. aureus NCTC8325	SAOUHSC_02428	3919638	FecCD
SAOUHSC_02430	S. aureus NCTC8325	SAOUHSC_02430	3919639	Peripla_BP_2
S946	S. aureus NCTC8325	S946		
SAOUHSC_02432	S. aureus NCTC8325	SAOUHSC_02432	3919640	
SAOUHSC_02433	S. aureus NCTC8325	SAOUHSC_02433	3919641	Ala_racemase_N
SAOUHSC_02434	S. aureus NCTC8325	SAOUHSC_02434	3918999	IucA_IucC
SAOUHSC_02435	S. aureus NCTC8325	SAOUHSC_02435	3919000	MFS_3
S947	S. aureus NCTC8325	S947		
SAOUHSC_02436	S. aureus NCTC8325	SAOUHSC_02436	3919001	IucA_IucC
S948	S. aureus NCTC8325	S948		
SAOUHSC_02437	S. aureus NCTC8325	SAOUHSC_02437	3919002	
SAOUHSC_02441	S. aureus NCTC8325	SAOUHSC_02441	3919005	Asp23
SAOUHSC_02442	S. aureus NCTC8325	SAOUHSC_02442	3919006	DUF2273
SAOUHSC_02443	S. aureus NCTC8325	SAOUHSC_02443	3919007	Asp23
S949	S. aureus NCTC8325	S949		
SAOUHSC_02444	S. aureus NCTC8325	SAOUHSC_02444	3919008	BCCT
SAOUHSC_02445	S. aureus NCTC8325	SAOUHSC_02445	3919009	ADH_zinc_N
S950	S. aureus NCTC8325	S950		
SAOUHSC_02447	S. aureus NCTC8325	SAOUHSC_02447	3919010	ADH_N_2
S951	S. aureus NCTC8325	S951		
SAOUHSC_02448	S. aureus NCTC8325	SAOUHSC_02448	3919011	DUF915
SAOUHSC_02449	S. aureus NCTC8325	SAOUHSC_02449	3919012	Glyco_hydro_1
SAOUHSC_02450	S. aureus NCTC8325	SAOUHSC_02450	3919013	PTS_EIIC
SAOUHSC_02451	S. aureus NCTC8325	SAOUHSC_02451	3919014	PTS_IIA
SAOUHSC_02452	S. aureus NCTC8325	SAOUHSC_02452	3919015	DeoC
SAOUHSC_02453	S. aureus NCTC8325	SAOUHSC_02453	3919016	PfkB
SAOUHSC_02454	S. aureus NCTC8325	SAOUHSC_02454	3919017	LacAB_rpiB
SAOUHSC_02455	S. aureus NCTC8325	SAOUHSC_02455	3919018	LacAB_rpiB
SAOUHSC_02456	S. aureus NCTC8325	SAOUHSC_02456	3919019	DeoRC
SAOUHSC_02457	S. aureus NCTC8325	SAOUHSC_02457	3919020	SIR2
SAOUHSC_A02331	S. aureus NCTC8325	SAOUHSC_A02331	3921702	
S952	S. aureus NCTC8325	S952		
SAOUHSC_02458	S. aureus NCTC8325	SAOUHSC_02458	3919021	DUF3885
S953	S. aureus NCTC8325	S953		
SAOUHSC_02459	S. aureus NCTC8325	SAOUHSC_02459	3919022	
S954	S. aureus NCTC8325	S954		
SAOUHSC_02460	S. aureus NCTC8325	SAOUHSC_02460	3919023	Aldo_ket_red
SAOUHSC_02461	S. aureus NCTC8325	SAOUHSC_02461	3919024	MerR_1
S955	S. aureus NCTC8325	S955		
SAOUHSC_02462	S. aureus NCTC8325	SAOUHSC_02462	3919025	
SAOUHSC_02463	S. aureus NCTC8325	SAOUHSC_02463	3919026	Lyase_8_N
SAOUHSC_02464	S. aureus NCTC8325	SAOUHSC_02464	3919027	Peptidase_M23
S956	S. aureus NCTC8325	S956		
SAOUHSC_02465	S. aureus NCTC8325	SAOUHSC_02465	3919028	S6PP
SAOUHSC_02466	S. aureus NCTC8325	SAOUHSC_02466	3919029	MAP
S957	S. aureus NCTC8325	S957		
S958	S. aureus NCTC8325	S958		
SAOUHSC_02467	S. aureus NCTC8325	SAOUHSC_02467	3919030	AAL_decarboxy
SAOUHSC_02468	S. aureus NCTC8325	SAOUHSC_02468	3919031	TPP_enzyme_N
S959	S. aureus NCTC8325	S959		
SAOUHSC_02469	S. aureus NCTC8325	SAOUHSC_02469	3919032	UL41A
SAOUHSC_02470	S. aureus NCTC8325	SAOUHSC_02470	3919033	CLLAC
S960	S. aureus NCTC8325	S960		
SAOUHSC_02471	S. aureus NCTC8325	SAOUHSC_02471	3919034	DUF445
S961	S. aureus NCTC8325	S961		
SAOUHSC_02472	S. aureus NCTC8325	SAOUHSC_02472	3919035	AAA_2
SAOUHSC_02474	S. aureus NCTC8325	SAOUHSC_02474	3919037	PP-binding_2
SAOUHSC_02475	S. aureus NCTC8325	SAOUHSC_02475	3920853	
SAOUHSC_02476	S. aureus NCTC8325	SAOUHSC_02476	3920854	
SAOUHSC_A02350	S. aureus NCTC8325	SAOUHSC_A02350	3921703	
SAOUHSC_02477	S. aureus NCTC8325	rpsI	3920855	Ribosomal_S9
SAOUHSC_02478	S. aureus NCTC8325	rplM	3920856	Ribosomal_L13
S962	S. aureus NCTC8325	S962		
SAOUHSC_02480	S. aureus NCTC8325	truA	3920857	PseudoU_synth_1
SAOUHSC_02481	S. aureus NCTC8325	SAOUHSC_02481	3920858	CbiQ
SAOUHSC_02482	S. aureus NCTC8325	cbiO	3920859	ABC_tran
SAOUHSC_02483	S. aureus NCTC8325	cbiO	3920860	ABC_tran
S963	S. aureus NCTC8325	S963		
S964	S. aureus NCTC8325	S964		
SAOUHSC_02484	S. aureus NCTC8325	rplQ	3920861	Ribosomal_L17
SAOUHSC_02485	S. aureus NCTC8325	SAOUHSC_02485	3920862	RNA_pol_A_CTD
SAOUHSC_02486	S. aureus NCTC8325	SAOUHSC_02486	3920863	Ribosomal_S11
SAOUHSC_02487	S. aureus NCTC8325	rpsM	3920864	Ribosomal_S13
SAOUHSC_02488	S. aureus NCTC8325	rpmJ	3920865	Ribosomal_L36
SAOUHSC_02489	S. aureus NCTC8325	infA	3920866	eIF-1a
S965	S. aureus NCTC8325	S965		
SAOUHSC_02490	S. aureus NCTC8325	adk	3920867	ADK
SAOUHSC_02491	S. aureus NCTC8325	secY	3920868	SecY
SAOUHSC_02492	S. aureus NCTC8325	rplO	3920869	Ribosomal_L27A
SAOUHSC_02493	S. aureus NCTC8325	rpmD	3920870	Ribosomal_L30
SAOUHSC_02494	S. aureus NCTC8325	rpsE	3920871	Ribosomal_S5_C
SAOUHSC_02495	S. aureus NCTC8325	rplR	3920872	Ribosomal_L18p
SAOUHSC_02496	S. aureus NCTC8325	rplF	3920873	Ribosomal_L6
SAOUHSC_02498	S. aureus NCTC8325	rpsH	3920874	Ribosomal_S8
SAOUHSC_02499	S. aureus NCTC8325	rpsN	3920875	Ribosomal_S14
SAOUHSC_02500	S. aureus NCTC8325	rplE	3920876	Ribosomal_L5_C
SAOUHSC_02501	S. aureus NCTC8325	rplX	3920877	ribosomal_L24
SAOUHSC_02502	S. aureus NCTC8325	rplN	3920878	Ribosomal_L14
SAOUHSC_02503	S. aureus NCTC8325	rpsQ	3920879	Ribosomal_S17
SAOUHSC_02504	S. aureus NCTC8325	SAOUHSC_02504	3920880	Ribosomal_L29
SAOUHSC_02505	S. aureus NCTC8325	rplP	3920881	Ribosomal_L16
SAOUHSC_02506	S. aureus NCTC8325	rpsC	3920882	Ribosomal_S3_C
SAOUHSC_02507	S. aureus NCTC8325	rplV	3920883	Ribosomal_L22
SAOUHSC_02508	S. aureus NCTC8325	rpsS	3920884	Ribosomal_S19
S966	S. aureus NCTC8325	S966		
SAOUHSC_02509	S. aureus NCTC8325	rplB	3920885	Ribosomal_L2_C
SAOUHSC_02510	S. aureus NCTC8325	rplW	3920886	Ribosomal_L23
SAOUHSC_02511	S. aureus NCTC8325	rplD	3920887	Ribosomal_L4
SAOUHSC_02512	S. aureus NCTC8325	rplC	3920888	Ribosomal_L3
SAOUHSC_02512a	S. aureus NCTC8325	SAOUHSC_02512a	16830703	Ribosomal_S10
SAOUHSC_02515	S. aureus NCTC8325	SAOUHSC_02515	3920889	
S968	S. aureus NCTC8325	S968		
SAOUHSC_02516	S. aureus NCTC8325	SAOUHSC_02516	3920890	Xan_ur_permease
S969	S. aureus NCTC8325	S969		
SAOUHSC_02517	S. aureus NCTC8325	SAOUHSC_02517	3920891	Topoisom_bac
SAOUHSC_02518	S. aureus NCTC8325	SAOUHSC_02518	3921109	
SAOUHSC_02519	S. aureus NCTC8325	SAOUHSC_02519	3921110	Acetyltransf_1
SAOUHSC_02520	S. aureus NCTC8325	SAOUHSC_02520	3921111	Sugar_transport
S970	S. aureus NCTC8325	S970		
SAOUHSC_02521	S. aureus NCTC8325	SAOUHSC_02521	3921112	
S971	S. aureus NCTC8325	S971		
SAOUHSC_02522	S. aureus NCTC8325	SAOUHSC_02522	3921113	Mem_trans
S972	S. aureus NCTC8325	S972		
SAOUHSC_02523	S. aureus NCTC8325	SAOUHSC_02523	3921114	TolA_bind_tri
S973	S. aureus NCTC8325	S973		
SAOUHSC_02524	S. aureus NCTC8325	SAOUHSC_02524	3921115	DUF2892
S974	S. aureus NCTC8325	S974		
SAOUHSC_02525	S. aureus NCTC8325	SAOUHSC_02525	3921116	ACR_tran
S975	S. aureus NCTC8325	S975		
SAOUHSC_02527	S. aureus NCTC8325	SAOUHSC_02527	3921117	FemAB
S976	S. aureus NCTC8325	S976		
SAOUHSC_02528	S. aureus NCTC8325	SAOUHSC_02528	3921118	
SAOUHSC_02529	S. aureus NCTC8325	SAOUHSC_02529	3921119	Glyoxalase_3
S977	S. aureus NCTC8325	S977		
SAOUHSC_02530	S. aureus NCTC8325	SAOUHSC_02530	3921120	HTH_27
SAOUHSC_02531	S. aureus NCTC8325	SAOUHSC_02531	3921121	MFS_1
SAOUHSC_02532	S. aureus NCTC8325	SAOUHSC_02532	3921122	MarR
S978	S. aureus NCTC8325	S978		
SAOUHSC_02533	S. aureus NCTC8325	SAOUHSC_02533	3921123	
SAOUHSC_02534	S. aureus NCTC8325	SAOUHSC_02534	3921124	
SAOUHSC_02535	S. aureus NCTC8325	SAOUHSC_02535	3921125	
S979	S. aureus NCTC8325	S979		
SAOUHSC_02536	S. aureus NCTC8325	SAOUHSC_02536	3921126	Mob_synth_C
SAOUHSC_02537	S. aureus NCTC8325	mobA	3921127	NTP_transf_3
SAOUHSC_02538	S. aureus NCTC8325	SAOUHSC_02538	3921128	ThiS
SAOUHSC_02540	S. aureus NCTC8325	SAOUHSC_02540	3921129	MoaE
SAOUHSC_02541	S. aureus NCTC8325	SAOUHSC_02541	3921130	MobB
SAOUHSC_02542	S. aureus NCTC8325	SAOUHSC_02542	3921131	MoeA_N
S980	S. aureus NCTC8325	S980		
SAOUHSC_02543	S. aureus NCTC8325	moaC	3921132	MoaC
SAOUHSC_02544	S. aureus NCTC8325	SAOUHSC_02544	3921133	MoCF_biosynth
SAOUHSC_02545	S. aureus NCTC8325	SAOUHSC_02545	3921134	ThiF
S981	S. aureus NCTC8325	S981		
SAOUHSC_02546	S. aureus NCTC8325	SAOUHSC_02546	3921135	ABC_tran
SAOUHSC_02547	S. aureus NCTC8325	SAOUHSC_02547	3921136	BPD_transp_1
SAOUHSC_02549	S. aureus NCTC8325	SAOUHSC_02549	3921137	SBP_bac_11
S982	S. aureus NCTC8325	S982		
SAOUHSC_02550	S. aureus NCTC8325	SAOUHSC_02550	3921138	FdhD-NarQ
SAOUHSC_02551	S. aureus NCTC8325	SAOUHSC_02551	3921139	Acetyltransf_10
SAOUHSC_02552	S. aureus NCTC8325	SAOUHSC_02552	3921140	BioY
SAOUHSC_02553	S. aureus NCTC8325	SAOUHSC_02553	3921141	IU_nuc_hydro
SAOUHSC_02554	S. aureus NCTC8325	SAOUHSC_02554	3921142	Peripla_BP_2
SAOUHSC_02555	S. aureus NCTC8325	SAOUHSC_02555	3921143	Acyl-CoA_dh_2
S984	S. aureus NCTC8325	S984		
SAOUHSC_02557	S. aureus NCTC8325	SAOUHSC_02557	3921145	UT
SAOUHSC_02558	S. aureus NCTC8325	ureA	3921146	Urease_gamma
SAOUHSC_02559	S. aureus NCTC8325	ureB	3921147	Urease_beta
SAOUHSC_02561	S. aureus NCTC8325	ureC	3921558	Amidohydro_1
SAOUHSC_02562	S. aureus NCTC8325	ureE	3921559	UreE_N
SAOUHSC_02563	S. aureus NCTC8325	SAOUHSC_02563	3921560	UreF
SAOUHSC_02564	S. aureus NCTC8325	SAOUHSC_02564	3921561	cobW
SAOUHSC_02565	S. aureus NCTC8325	SAOUHSC_02565	3921562	UreD
S985	S. aureus NCTC8325	S985		
SAOUHSC_02566	S. aureus NCTC8325	SAOUHSC_02566	3921563	MarR_2
S986	S. aureus NCTC8325	S986		
S987	S. aureus NCTC8325	S987		
SAOUHSC_02567	S. aureus NCTC8325	SAOUHSC_02567	3921564	
SAOUHSC_02568	S. aureus NCTC8325	SAOUHSC_02568	3921565	bPH_3
SAOUHSC_02569	S. aureus NCTC8325	SAOUHSC_02569	3921566	MarR_2
SAOUHSC_02570	S. aureus NCTC8325	SAOUHSC_02570	3921567	HTH_18
S988	S. aureus NCTC8325	S988		
S989	S. aureus NCTC8325	S989		
SAOUHSC_02571	S. aureus NCTC8325	SAOUHSC_02571	3921568	CHAP
SAOUHSC_02572	S. aureus NCTC8325	SAOUHSC_02572	3921569	
S990	S. aureus NCTC8325	S990		
SAOUHSC_02573	S. aureus NCTC8325	SAOUHSC_02573	3921570	Na_H_antiporter
S991	S. aureus NCTC8325	S991		
SAOUHSC_02574	S. aureus NCTC8325	SAOUHSC_02574	3921571	Octopine_DH
S992	S. aureus NCTC8325	S992		
SAOUHSC_02575	S. aureus NCTC8325	SAOUHSC_02575	3921572	DUF4870
S993	S. aureus NCTC8325	S993		
SAOUHSC_02576	S. aureus NCTC8325	SAOUHSC_02576	3921573	CHAP
SAOUHSC_A02445	S. aureus NCTC8325	SAOUHSC_A02445	3921704	
SAOUHSC_02577	S. aureus NCTC8325	SAOUHSC_02577	3921574	2-Hacid_dh_C
SAOUHSC_02579	S. aureus NCTC8325	SAOUHSC_02579	3921575	FAD_binding_3
SAOUHSC_02580	S. aureus NCTC8325	SAOUHSC_02580	3921576	Glucosaminidase
S994	S. aureus NCTC8325	S994		
SAOUHSC_A02450	S. aureus NCTC8325	SAOUHSC_A02450	3921705	FtsX
SAOUHSC_02581	S. aureus NCTC8325	SAOUHSC_02581	3921577	DUF1641
SAOUHSC_02582	S. aureus NCTC8325	SAOUHSC_02582	3921578	Molybdopterin
S995	S. aureus NCTC8325	S995		
S996	S. aureus NCTC8325	S996		
S997	S. aureus NCTC8325	S997		
SAOUHSC_02583	S. aureus NCTC8325	SAOUHSC_02583	3921579	LytR_cpsA_psr
S998	S. aureus NCTC8325	S998		
SAOUHSC_02584	S. aureus NCTC8325	SAOUHSC_02584	3921580	Inositol_P
S999	S. aureus NCTC8325	RsaOG		
SAOUHSC_02585	S. aureus NCTC8325	SAOUHSC_02585	3921581	HTH_11
SAOUHSC_02586	S. aureus NCTC8325	SAOUHSC_02586	3921582	DUF772
SAOUHSC_02587	S. aureus NCTC8325	SAOUHSC_02587	3921583	Abi
SAOUHSC_02588	S. aureus NCTC8325	SAOUHSC_02588	3921584	
S1000	S. aureus NCTC8325	S1000		
S1001	S. aureus NCTC8325	S1001		
SAOUHSC_02589	S. aureus NCTC8325	SAOUHSC_02589	3921585	HTH_6
S1002	S. aureus NCTC8325	S1002		
S1003	S. aureus NCTC8325	S1003		
SAOUHSC_02590	S. aureus NCTC8325	SAOUHSC_02590	3921586	AA_permease
S1004	S. aureus NCTC8325	S1004		
SAOUHSC_02591	S. aureus NCTC8325	SAOUHSC_02591	3921587	Bax1-I
SAOUHSC_02592	S. aureus NCTC8325	SAOUHSC_02592	3921588	DUF3149
SAOUHSC_02593	S. aureus NCTC8325	SAOUHSC_02593	3921589	
SAOUHSC_02594	S. aureus NCTC8325	SAOUHSC_02594	3921590	HAD_2
SAOUHSC_02595	S. aureus NCTC8325	SAOUHSC_02595	3921591	SBF
SAOUHSC_02596	S. aureus NCTC8325	SAOUHSC_02596	3921592	
SAOUHSC_02597	S. aureus NCTC8325	SAOUHSC_02597	3921593	PTS_EIIC
S1005	S. aureus NCTC8325	S1005		
SAOUHSC_02599	S. aureus NCTC8325	SAOUHSC_02599	3921594	HTH_6
SAOUHSC_02600	S. aureus NCTC8325	SAOUHSC_02600	3921595	AHSA1
S1006	S. aureus NCTC8325	S1006		
SAOUHSC_02601	S. aureus NCTC8325	SAOUHSC_02601	3921596	Na_H_antiporter
SAOUHSC_02602	S. aureus NCTC8325	SAOUHSC_02602	3921380	
S1007	S. aureus NCTC8325	S1007		
S1008	S. aureus NCTC8325	S1008		
SAOUHSC_02603	S. aureus NCTC8325	SAOUHSC_02603	3921381	DUF3397
SAOUHSC_02604	S. aureus NCTC8325	SAOUHSC_02604	3921382	adh_short_C2
S1009	S. aureus NCTC8325	S1009		
SAOUHSC_02605	S. aureus NCTC8325	SAOUHSC_02605	3921383	Peptidase_M20
SAOUHSC_02606	S. aureus NCTC8325	SAOUHSC_02606	3921384	Amidohydro_1
SAOUHSC_02607	S. aureus NCTC8325	SAOUHSC_02607	3921385	Urocanase
S1010	S. aureus NCTC8325	S1010		
SAOUHSC_02608	S. aureus NCTC8325	SAOUHSC_02608	3921386	LysR_substrate
SAOUHSC_02609	S. aureus NCTC8325	SAOUHSC_02609	3921387	Glyoxalase
S1011	S. aureus NCTC8325	S1011		
SAOUHSC_02610	S. aureus NCTC8325	SAOUHSC_02610	3921388	Arginase
S1012	S. aureus NCTC8325	S1012		
SAOUHSC_02611	S. aureus NCTC8325	SAOUHSC_02611	3921389	Kinocilin
SAOUHSC_02612	S. aureus NCTC8325	SAOUHSC_02612	3921390	Rib_5-P_isom_A
SAOUHSC_02613	S. aureus NCTC8325	SAOUHSC_02613	3921391	MOSC
SAOUHSC_A02483	S. aureus NCTC8325	SAOUHSC_A02483	3921706	
S1013	S. aureus NCTC8325	S1013		
SAOUHSC_02614	S. aureus NCTC8325	SAOUHSC_02614	3921392	Aldose_epim
SAOUHSC_02615	S. aureus NCTC8325	SAOUHSC_02615	3921393	UPF0060
SAOUHSC_02616	S. aureus NCTC8325	SAOUHSC_02616	3921394	
SAOUHSC_02618	S. aureus NCTC8325	SAOUHSC_02618	3921395	ABC2_membrane_3
SAOUHSC_02619	S. aureus NCTC8325	SAOUHSC_02619	3921396	ABC_tran
SAOUHSC_02620	S. aureus NCTC8325	SAOUHSC_02620	3921397	DUF805
S1014	S. aureus NCTC8325	S1014		
SAOUHSC_02621	S. aureus NCTC8325	SAOUHSC_02621	3921398	Pur_DNA_glyco
S1015	S. aureus NCTC8325	S1015		
SAOUHSC_02622	S. aureus NCTC8325	SAOUHSC_02622	3921399	Glt_symporter
SAOUHSC_02623	S. aureus NCTC8325	SAOUHSC_02623	3921400	FMN_dh
SAOUHSC_02624	S. aureus NCTC8325	SAOUHSC_02624	3921401	CorA
SAOUHSC_02625	S. aureus NCTC8325	SAOUHSC_02625	3921402	4HBT_2
SAOUHSC_02626	S. aureus NCTC8325	SAOUHSC_02626	3921403	LMP
SAOUHSC_02627	S. aureus NCTC8325	SAOUHSC_02627	3921404	Abhydrolase_3
S1016	S. aureus NCTC8325	S1016		
S1017	S. aureus NCTC8325	S1017		
SAOUHSC_02628	S. aureus NCTC8325	SAOUHSC_02628	3921405	TspO_MBR
SAOUHSC_02629	S. aureus NCTC8325	SAOUHSC_02629	3921406	MFS_1
SAOUHSC_02630	S. aureus NCTC8325	SAOUHSC_02630	3921407	HlyD_3
S1018	S. aureus NCTC8325	S1018		
SAOUHSC_02631	S. aureus NCTC8325	SAOUHSC_02631	3921408	TetR_N
S1019	S. aureus NCTC8325	S1019		
SAOUHSC_02632	S. aureus NCTC8325	SAOUHSC_02632	3921409	MFS_1
S1020	S. aureus NCTC8325	S1020		
